,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
543,yzy123,University of British Columbia,AD小奖,MS,CS,98（S22）,318（V154，Q164）,通信工程 , BUPT,  90GPA, 本科Top30 211,,15Fall,2014-12-15,加拿大
544,Meile,Stevens IT,Rej,MS,CS,96,319+3,光信息 , 华中科大,  79, 本科Top30 211,,15Fall,2015-02-01,美国
545,zhan1540,Columbia,Rej,MS,CS,,,, ,  , 海本,,15Fall,2015-02-24,美国
546,songty11,Yale,Rej,MS,CS,,,Automation , 清华,  3.64, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-04,美国
547,gc1993114,Yale,Rej,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2015-01-02,美国
548,danceofnight,Yale,Rej,MS,CS,,,, ,  ,,,15Fall,2015-02-24,美国
549,tcstar,Yale,Rej,MS,CS,108(23),158+168+3,, ,  3.5/4, 本科Top15 211,美赛M奖,15Fall,2014-12-14,美国
550,pwasqq,Yale,Rej,MS,CS,,,, ,  ,,,15Fall,2015-01-02,美国
551,mangodream,Yale,Rej,PhD,CS,,,, ,  ,,,15Fall,2014-12-01,美国
552,snowymo,Yale,Rej,PhD,CS,差,152+170+3.5,SE , ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
553,ylcboy,CS@UCR,Offer,PhD,CS,108(29 + 28 + 23 + 28),325（170 + 155 + 3.5）,软件工程 , ,  3.6, 本科Top15 211,,15Fall,2014-12-01,美国
554,shadowwalker264,UW-Tacoma,Offer,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
555,AbracadaBudda,UW-Tacoma,Offer,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-11-30,美国
556,eumenides1111,Brown,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-15,美国
557,wryswa,Brown University,AD无奖,MS,CS,108(s23),159+170+3.5,CS , ,  91.9, 本科Top30 211,交换、科研实习、企业实习推荐各一封,15Fall,2014-12-15,美国
558,筱瞳,Brown,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
559,alfalfa,Brown,AD无奖,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-02-05,美国
560,sliu0915,"HCI@GATECH, InformationHCI@UMich, HCID@UW",AD无奖,MS,CS,113,158V+164Q+5,新闻/策略传播 , University of Missouri-Columbia,  3.80, 海本,,15Fall,2015-03-05,美国
561,zyc262626,UCSD,AD无奖,MS,CS,106,600+800,EE , PKU,  3.17, 本科：北大，清华，科大，中科院，特色学校牛专业,一年半日本工作经验，非纯IT,15Fall,2014-12-09,美国
562,HappyZhou,CSE@UCSD,AD无奖,MS,CS,,,, HUST,  ,,,15Fall,2014-12-04,美国
563,huiyuning,NYU - POLY,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2015-01-03,美国
564,DongsLLLL,NYU-Poly,AD无奖,MS,CS,,,CS , 同济大学,  , 本科Top30 211,,15Fall,2015-02-15,美国
565,喜马拉雅疯子,NYU-poly,AD无奖,MS,CS,29+26+22+25,149+170+3.5,通信工程 , 电子科技大学,  浙大算法：GPA3.70, 本科Top30 211,没牛推。。水项目,15Fall,2015-01-02,美国
566,usa521,NYU-POLY,AD无奖,MS,CS,101（22）,319+3.0,通信工程 , ,  87.54, 本科Top30 211,无牛腿 水项目,15Fall,2015-01-01,美国
567,popandroid,NYU Poly,AD无奖,MS,CS,95(23),153+167+3.0,自动化 , ,  3.74/4 10%, 本科Top30 211,比赛，教研室，奖学金都有。。但都是特别水那种。。呵呵呵,15Fall,2015-01-05,美国
568,喵灿灿,NYU POLY,AD小奖,MS,CS,,,, 西电,  ,,,15Fall,11月多…反正很早,美国
569,beer,NYU POLY,AD小奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-12-27,美国
570,zsycn,NYU-POLY,AD小奖,MS,CS,30+30+24+30,159+170+3.5,信息工程 , SJTU,  3.62/4.30 49/196, 本科：南大，浙大，复旦，上交,"两个水比赛,实验室项目, Intel大数据软件实习(刚开始), assistant dean 推荐信",15Fall,2015-01-14,美国
571,zeller,nyu-poly,AD小奖,MS,CS,,,software engineering , SCUT,  , 本科Top30 211,,15Fall,2014-12-02,美国
572,messyji,NYU-Poly,AD小奖,MS,CS,101,319,CS , BIT,  87.3/100, 本科Top30 211,,15Fall,2015-01-07,美国
573,kataku,nyu-poly,AD小奖,MS,CS,94,145 170 3,software engineering , HUST,  3.2/4, 本科Top15 211,,15Fall,2014-10-08,美国
574,ml0353662,NYU-POLY,AD小奖,MS,CS,,,, ,  , 本科其他211,,15Fall,2014-11-06,美国
575,CindyHuang,NYU-Poly,AD小奖,MS,CS,98(S23),158+168+3,SE , SCU,  ,,,15Fall,2014-12-11,美国
576,shadowwalker264,Columbia,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
577,billjyc,Columbia,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-14,美国
578,CYCY,CS@Columbia EE@UMD,Rej,MS,CS,102（23）,161+169+3,, ,  88, 本科Top30 211,,15Fall,2014-12-20,美国
579,Saiki,NYU Poly,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2015-01-15,美国
580,xiaoxiaob1989,cs@nyu-poly,Rej,MS,CS,,,cs , zju,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-31,美国
581,emissary30,MSIS@Cornell Tech,AD无奖,MS,CS,104(S:20),156+168+3,CS , PKU,  3.4/4, 本科：北大，清华，科大，中科院，特色学校牛专业,"CMU的Summer Intern,拿了CMU老师的推荐信,外加一点不管用的diversity",15Fall,2014-11-10,美国
582,kevinkaizhou,UCI,AD无奖,MS,CS,98（20）,321＋3,SE , NJU,  GPA：3.82／4 RANK：10/198, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
583,ben_he,NYU-poly,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-05,美国
584,kiru,CMU,Rej,MS,CS,92,,, ,  , 本科Top15 211,,15Fall,2014-12-03,美国
585,unclemoe,Carnegie Mellon University,Rej,MS,CS,100(S24),151+165+3,Automation , SEU,  87.22/100, 本科Top15 211,,15Fall,2014-12-03,美国
586,snooze,Columbia,Rej,MS,CS,108(s24),150+170+3.0,计算机科学与技术 , 东南大学,  87/100, 本科Top30 211,,15Fall,2015-01-15,美国
587,AbracadaBudda,UCSC,Rej,MS,CS,,,, ,  ,,,15Fall,2015-02-26,美国
588,alex1256,CS@UCSC,Rej,MS,CS,102(S24),319,Information Engineering , SEU,  90.55/100 CS,WSU(一学期4/4),无牛推，2海水推，一年EE实验室项目，无paper，交流一学期修了些CS的课,15Fall,2015-01-03,美国
589,cicitaotao,ucsc,Rej,MS,CS,94（18）,149+170+3.5,, ,  3.4～3.5, 本科Top30 211,微软上海高级项目经理算吗，水科研水文章,15Fall,2015-01-02,美国
590,moonsky219,Virginia Tech,AD无奖,PhD,CS,,,, ,  ,,,15Fall,2014-12-15,美国
591,markqzheng,"University of Minnesota, Twin Cities",Offer,PhD,CS,96(20),324+3.0,, ,  3.3/4.0, 本科Top15 211,"IEEE 3一般论文（2*1st, 1*3rd）",15Fall,2015-01-03,美国
592,zachzhao,Univ. Of Alabama,Offer,PhD,CS,92,315+3.0,Software Engineering , ,  87/100, 本科非211,,15Fall,2014-12-18,美国
593,jimmyhbx,Stony Brook,Offer,PhD,CS,,,, ,  ,,,15Fall,忘了,美国
594,azbycxdz,SUNY-Stony Brook,Offer,PhD,CS,103  22,151  165  4.0,Physics , SDU,  86.16/100, 本科Top30 211,个人感觉，推荐信比较给力,15Fall,2015-01-11,美国
595,fateacher,Syracuse,AD无奖,MS,CS,94,321+3,CS , BUPT,  87 major不到89, 本科Top30 211,,15Fall,2014年12月初,美国
596,Kevinbtc,HCI@GATECH,AD无奖,MS,CS,,,Digital Media Technology , BUPT,  , 本科Top30 211,,15Fall,2015-01-21,美国
597,Lorreina,CSE@USCD,AD无奖,MS,CS,"110(R29, L29, S26, S26)","324(V154, Q170) AW 3.5",信息管理与信息系统 , ,"  90.3/100, WES 3.85, rank 1/23", 本科Top15 211,,15Fall,2014-12-09,美国
598,gc1993114,UCSD,AD无奖,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2014-12-14,美国
599,zj45499,UCI,AD无奖,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-11-14,美国
600,陌染清源,Vanderbilt,AD无奖,MS,CS,104(S 22),V 151 Q 168 AW 4,CS , WHU 武汉大学,  3.65/4   87.76/100   排名14/247, 本科Top15 211,两个月短期实习,15Fall,2015-01-11,美国
601,geminiiiiiii,IIT,AD无奖,MS,CS,95 20,152 170 3,, ,  4.9/5 1/87  实际3.75/4, 本科其他211,,15Fall,2015-02-01,美国
602,wangergou,疙瘩,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-01,美国
603,yiqinyang2,SFU,AD无奖,MS,CS,waive,not required,Information Engineering , ,  3.6/4.3, 海本,,15Fall,2015-01-19,加拿大
604,butzhang,UCSD,AD无奖,MS,CS,,,CS , WHU,  86/100, 本科Top15 211,,15Fall,2014-12-14,美国
605,whiskey547,USC,AD无奖,MS,CS,,,软件工程 , 四川大学,  3.4, 本科Top15 211,,15Fall,2015-01-06,美国
606,Joyce5211,INI MSIT-SM@CMU,AD无奖,MS,CS,101（S22）,152 169 3,SE , NKU,  86/100, 本科Top15 211,两份实习（一个在百度），学校水项目,15Fall,2015-01-15,美国
607,jack213,"UC Riverside, University of Toronto",Offer,混合,CS,100(S19),145+166+3.0,Math/Applied Math , ,  82/100排名17/28, 本科：南大，浙大，复旦，上交,无牛推，水会二作,15Fall,2014-12-15,美国
608,FutureCo,CS@UWM，MCS@UVa，CS@UCSC,Rej,MS,CS,96(18),154+170+3.5,SE , ,  81/100, 本科：南大，浙大，复旦，上交,实验室经历一年无paper，IBM Lab实习半年，2封教授推，1封IBM部门经理推，完全算不上牛推,15Fall,2014-12-15,美国
609,Joyce5211,HCI@CMU,Rej,MS,CS,,,SE , NKU,  86/100, 本科Top15 211,,15Fall,2015-01-15,美国
610,xxxten,UCSB,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
611,jimmyshie123,USC,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-15,美国
612,e23lzh,mscv@cmu,WaitingList,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-02,美国
613,fly6464,UMD,Offer,PhD,CS,105,320,, ,  3.6, 本科：北大，清华，科大，中科院，特色学校牛专业,无牛腿,15Fall,2014-12-15,美国
614,albus1993,"Network Science@Northeastern, CSE@Notre Dame, Informatics@Indiana University - Bloomington",Offer,PhD,CS,,,电子信息科学类 , 电子科大,  , 本科Top15 211,,15Fall,2015-01-20,美国
615,azbycxdz,UC Riverside,Offer,PhD,CS,,,, ,  ,,和我之前研究match的老师，但是陶瓷没理我,15Fall,2015-01-01,美国
616,singku,"NYU-POLY , UCSC",AD小奖,MS,CS,92,311,CS , WHUT,  3.32, 本科Top30 211,,15Fall,2014-12-15,美国
617,dante_evil,University of British Columbia,AD小奖,MS,CS,,,, Nankai,  , 本科Top15 211,,15Fall,2014-12-15,加拿大
618,mengqwang2,CS MENG@Cornell Tech,AD无奖,MS,CS,,,CS , CityU,  , 海本,,15Fall,2014-12-27,美国
619,鸣翠柳的阿狸,"MIIS@CMU,MS@Uwisc,MS@Purdue",AD无奖,MS,CS,104,321+3.5,CS , NJU,  90/100, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
620,yougmark,USC,AD无奖,MS,CS,100（s22）,150+168+3,软件工程 , 同济,  4.54/5，17/160+, 本科Top15 211,,15Fall,2014-12-14,美国
621,yhfyhf,USC,AD无奖,MS,CS,102,319,EE , 西安电子科技大学,  87, 本科其他211,,15Fall,2014-12-07,美国
622,lunarscar,USC,AD无奖,MS,CS,29+29+20+21,154+168+3,CS , BNU,  84.4/100, 本科Top30 211,,15Fall,2015-01-01,美国
623,Lilzy,CS@USC,AD无奖,MS,CS,102(22),我写出来给大家长长信心吧147(V)+166(Q)+3.0,, UESTC,  , 本科Top30 211,没有,15Fall,2014-12-19,美国
624,infinity730,USC,AD无奖,MS,CS,92,312+3.0,计算机科学与技术 , 北京航空航天大学,  3.45(北航算法), 本科Top15 211,SIGKDD一作在投(中的希望不高),15Fall,2014-12-15,美国
625,xlhdh,CMU,Rej,MS,CS,,,, ,  , 海本,,15Fall,2014-12-09,美国
626,hp257,UAlberta,Offer,PhD,CS,108,152+170+3.5,, ,  3.5/4.0, 本科Top30 211,可能有一封牛推(不知道写了什么),15Fall,2015-01-14,加拿大
627,lisawangqian,Colorado State University,AD无奖,MS,CS,,,Biotechnology , ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-01,美国
628,EroicaCMCS,INI@CMU,AD无奖,MS,CS,,,, ,  , 本科非211,,15Fall,2015-01-01,美国
629,gz3229,CMU,AD无奖,MS,CS,119(writing -1),163+170+4,, ,  3.74, 海本,,15Fall,2014-12-12,美国
630,ajiao,CMU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
631,smallmikko,Colorado School of Mines,AD无奖,MS,CS,95,310,, ,  2.3, 本科非211,,15Fall,2015-02-20,美国
632,haiweiosu,Cornell Tech & University of Rochester,AD小奖,MS,CS,,,Math , Ohio State,  , 海本,,15Fall,2015-01-31,美国
633,zhoujl10,brown,Rej,MS,CS,,,, ,  ,,,15Fall,2015-01-15,美国
634,LiamZhu,Brown,Rej,MS,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-11-30,美国
635,christy.zhang,brown,Rej,MS,CS,,,cs , bupt,  top15%, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-08,美国
636,Frankluo,MCDS@CMU,Rej,MS,CS,98(20),151+170+3,CS , ,  3.81, 本科Top15 211,SAP半年实习，水项目水科研，无牛腿无paper,15Fall,2014-12-15,美国
637,masa,MCDS@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
638,whdawn,CMU,Rej,MS,CS,100 (23),321 + 3,EE , CQU,  89/100, 本科Top30 211,一封加拿大副教授强推,15Fall,2014-11-30,美国
639,xli294,MCDS@CMU，MCIT@Upenn,Rej,MS,CS,,153+170+3.5,BioEng，CS Minor , ,  3.75, 海本,"TA(summer),RA(一年，不过是BioEnergy的),Intern(Summer,Programming)",15Fall,2014-11-15,美国
640,xcw0420,IIT,AD无奖,MS,CS,92(20),149+164+2.5,, ,  , 本科Top15 211,,15Fall,2015-02-07,美国
641,EroicaCMCS,HPC@USC,AD无奖,MS,CS,,,, ,  , 本科非211,,15Fall,2014-12-17,美国
642,whyvic13,USC,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-14,美国
643,409661331,CS(Computer Security)@USC,AD无奖,MS,CS,IELTS 6.5(8.0+6.5+6.0+6.0),152+170+3.0,Information Security , BUPT,  85(12/96), 本科Top30 211,,15Fall,2014-12-01,美国
644,oh_baizhima,CS@UC Davis,AD无奖,MS,CS,108,154+170+3.5,应用数学、农业经济 , 中国人民大学,"  3.63/4,3.66/4", 本科Top15 211,"一年davis交换(gpa3.97),一封davis数学系prof推荐信(不算牛),12门cs的mooc证书",15Fall,2014-12-16,美国
645,JunlinZhu,Purdue,AD无奖,MS,CS,,,, ,  3.70/4.0, 海本,,15Fall,2014-11-30,美国
646,ee470474137,Purdue,AD无奖,MS,CS,27+28+22+25=102,150+169=319,电子2+2 , 中山大学&&香港中文大学,  3.57/4, 本科Top15 211,,15Fall,2014-12-15,美国
647,AspirinSJL,Purdue,AD无奖,MS,CS,,,CS , 复旦,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-13,美国
648,linjiangvivian,NWU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-26,美国
649,BaskWind,UCD,AD无奖,MS,CS,109,328,SE , WHU,  3.4/4, 本科Top15 211,,15Fall,2014-12-15,美国
650,tong-1324,CS@UCSD,AD无奖,MS,CS,,,CS , SJTU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-08,美国
651,HackerYoung,UCSD,AD无奖,MS,CS,,,, ,  , 海本,http://www.1point3acres.com/bbs/thread-108957-1-1.html,15Fall,2014-12-12,美国
652,lxuad,UCSD,AD无奖,MS,CS,,,CS , HKUST,  4.17/4.3,,,15Fall,2014-12-13,美国
653,candy_shmily,CMU,AD无奖,MS,CS,,,CS , whu,  , 本科Top15 211,,15Fall,12月初,美国
654,tailofjune,MCDS@CMU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-12-03,美国
655,ywmaggie,MCDS@CMU,AD无奖,MS,CS,28 29 23 28 = 108,170 155 325,CS , fdu,  3.73/4.0 3/76, 本科：南大，浙大，复旦，上交,UCSD交流一学期 UCSD教授一封推荐信,15Fall,2014-12-01,美国
656,sunlei_1993,CMU,AD无奖,MS,CS,,,, ,  , 海本,,15Fall,2014-12-15,美国
657,breezet,MCDS@CMU,AD无奖,MS,CS,108=L29S23R29W27,V158Q170+AW3.0,EE , 清华大学,  90.3，top10, 本科：北大，清华，科大，中科院，特色学校牛专业,伯克利一封，腾讯工作一封，清华一封,15Fall,2014-12-01,美国
658,wangsl11,MCDS@CMU,AD无奖,MS,CS,101 (S22),V157  Q170  AW4.0,CS , THU,  91.5/100.0, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-12,美国
659,jerryzh,Carnegie Mellon University,AD无奖,MS,CS,,,, ZJU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
660,sabrinasong,MCDS@CMU MS@UCLA,AD无奖,MS,CS,113（S26）,327,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-15,美国
661,活性氧,CMU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-01,美国
662,zcrunsun,CMU,AD无奖,MS,CS,111,158+170+4,MIS , TOP 5,  3.89/4,,,15Fall,12.15,美国
663,AspirinSJL,CMU,AD无奖,MS,CS,,,CS , 复旦,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-01,美国
664,ad9075,MCDS@CMU,AD无奖,MS,CS,,,, ,  ,,,15Fall,2014-11-30,美国
665,hhhhchen,SEU,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
666,zyc262626,CS@Brown,Rej,MS,CS,106,600+800,EE , PKU,  3.17, 本科：北大，清华，科大，中科院，特色学校牛专业,一年半日本工作经验,15Fall,2015-02-05,美国
667,EroicaCMCS,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科非211,,15Fall,2014-12-15,美国
668,wwtwxlwjh,CS@MCDS@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
669,么凹,MCDS@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-03,美国
670,筱瞳,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-09,美国
671,shmr0077,CMU,Rej,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-12-01,美国
672,lmstc16lmstc16,mcds@cmu,Rej,MS,CS,,,, ,  ,,,15Fall,mcds,美国
673,LiamZhu,CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-03,美国
674,wryswa,CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-16,美国
675,zyc262626,MCDS@CMU,Rej,MS,CS,106,600+800,EE , PKU,  3.17, 本科：北大，清华，科大，中科院，特色学校牛专业,一年半日本工作经验,15Fall,2014-12-03,美国
676,dnalwqer,CMU,Rej,MS,CS,,,, BUPT,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-01,美国
677,songty11,CMU,Rej,MS,CS,105,150+170+3,, thu,  3.64, 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-01,美国
678,A30041839,cmu,Rej,MS,CS,,,应用数学 , buaa,  , 本科Top15 211,,15Fall,2014-12-15,美国
679,chaozc,CMU-MCDS,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
680,sliu,CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-14,美国
681,JoyForce,CMU,Rej,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-11-23,美国
682,gjxwin,MCDS@CMU,Rej,MS,CS,,,ee , whu,  ranking：2/146,,,15Fall,2014-12-19,美国
683,destyfog,CMU-SCS-MCDS,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-01,美国
684,syf921006,CMU-MCDS,Rej,MS,CS,105,157+170+3,自动化 , SJTU,  88.3 5%, 本科：南大，浙大，复旦，上交,三段ML/CV科研,15Fall,2014-12-15,美国
685,eonian,CMU,Rej,MS,CS,,,EE , ,  3.7, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-08,美国
686,begg930,MCDS&MSCS@CMU,Rej,MS,CS,104(22),323(3.0),EE , SJTU,  87.5, 本科：南大，浙大，复旦，上交,,15Fall,2014-12-14,美国
687,yucheyang2,MCDS@CMU,Rej,MS,CS,28+26+23+27=104,152+170+4.0,Information Engineering , City University of Hong Kong,  3.96/4.3 WES,3.92/4.0 Top 3 among 83,,15Fall,2014-10-02,美国
688,gc1993114,CMU,Rej,MS,CS,109(23),154+169+3,信息安全 , SJTU,  86.7, 本科：南大，浙大，复旦，上交,Australia学期交换水科研＋SJTU科研水实习＋任课老师推荐,15Fall,2014-12-15,美国
689,dc_726,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2015-01-15,美国
690,messyji,CMU,Rej,MS,CS,101,319,CS , BIT,  87.3/100, 本科Top30 211,,15Fall,2014-12-01,美国
691,albja,MCDS@CMU,Rej,MS,CS,103(S:23),154+167+3,SE , ,  89/100 (Major, 90/100),Tencent Internship,15Fall,2014-12-15,美国
692,fengzhiyu17,MCDS@CMU,Rej,MS,CS,105(23),326 3,CS , BUPT,  30%, 本科Top30 211,清华一封，百度部门经理一封，学校任课老师一封，均非牛推,15Fall,2014-12-14,美国
693,HackerYoung,MCDS@CMU,Rej,MS,CS,111(23),157+170+3.5,, ,  , 海本,,15Fall,2014-12-08,美国
694,chrisVoid,MCDS@CMU,Rej,MS,CS,100,320,CE , SYSU,  3.5/4.0, 本科Top15 211,,15Fall,2014-12-09,美国
695,wuyang93,CMU-MCDS,Rej,MS,CS,,,EE , ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-12-03,美国
696,whyvic13,MCDS@CMU,Rej,MS,CS,101(23),150+170+3.5,Information Security , NUAA,  89（Major 90+） 2/79, 本科其他211,国奖，特奖等 无牛腿,15Fall,2014-11-30,美国
697,mengqwang2,CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
698,pacman,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2014-11-27,美国
699,yjn93,CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-12,美国
700,stellalai,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-11-25,美国
701,五农,cmu-mcds,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
702,ChanCheng,MCDS@CMU,Rej,MS,CS,,,, ,  ,,,15Fall,2014-12-15,美国
703,zyy20853,CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-01,美国
704,Josh,CMU,Rej,MS,CS,,,, ,  , 本科Top15 211,,15Fall,2014-11-19,美国
705,alpb0130,MCDS@CMU,Rej,MS,CS,,,SE , ,  , 本科Top15 211,,15Fall,2014-12-15,美国
706,tong-1324,MCDS@CMU MIIS@CMU,Rej,MS,CS,,,CS , SJTU,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-03,美国
707,yucheyang2,CSE@Harvard University,Rej,MS,CS,28+26+23+27=104,152+170+4.0,Information Engineering , City University of Hong Kong,  3.96/4.3 WES,3.92/4.0 Top 3 among 83,,15Fall,2014-10-11,美国
708,zsycn,USC,Rej,MS,CS,,,, ,  ,,,15Fall,2014-11-17,美国
709,unknowncyan,RPI,Offer,PhD,CS,,158+169+3.0,, ,  ,,,15Fall,2014-12-01,美国
710,shakugannoshana,OSU,Offer,PhD,CS,,,软件工程 , ,  , 本科Top30 211,,15Fall,2015-01-01,美国
711,iwlam525,Ohio State University,Offer,PhD,CS,103 (23),320 + 3.0 (v157),CS , ,  3.59, 本科Top30 211,有论文,15Fall,2014-11-28,美国
712,Paul_Zhang,Colorado-Boulder,Offer,PhD,CS,108=28+27+26+27,319=151+168+3.5,自动化 , tongji,  4.16/5  rank,23/70,,15Fall,2014-12-03,美国
713,zrass,"CU-boulder,Utah",Offer,PhD,CS,,,, ,  , 本科其他211,导师upenn的phd，另外一个上课老师Uiowa的phd,15Fall,2015-03-04,美国
714,nickyzhi,Notre Dame,AD小奖,PhD,CS,,,信息工程 , BUPT,  , 本科其他211,,15Fall,2014-11-20,美国
715,HackerYoung,U of Alberta,Offer,MS,CS,111(23),157+170+3.5,, ,  , 海本,,15Fall,2014-12-19,加拿大
716,deer1209,Brown,Offer,MS,CS,,,, ,  ,,,15Fall,2015-02-24,美国
717,zupepee,UW TACOMA,Offer,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,15Fall,2015-01-01,美国
718,omegaga,CMU,Offer,MS,CS,102,153+169+3.5,计算机科学 , 中山大学,  3.8/4, 本科Top15 211,,15Fall,2014-12-15,美国
719,otwo,雪城大学,AD小奖,MS,CS,,,, ,  , 本科Top30 211,,15Fall,2014-12-15,美国
720,aoisky,Brown University,AD无奖,MS,CS,waived,not required,CS , ,  3.89/4.00, 海本,,15Fall,2015-02-27,美国
721,Coco_Yang,Brown University,AD无奖,MS,CS,"104 (R 29, L 27, S 23, W 25)","318 (V 150, Q 168), AW 3.5",软件工程 , 中山大学,"  90.8 (major 91.8), 1/142(方向排名，我们院分了5个方向)", 本科Top30 211,无牛推，无牛科研。推荐信一封来自跟着做科研的老师，一封来自做TA的老师,15Fall,2015-01-07,美国
722,ywmaggie,Brown,AD无奖,MS,CS,,,, ,  ,,,15Fall,2015-01-30,美国
723,yy80884676,Brown Univ,AD无奖,MS,CS,108,328,地理信息系统（理科实验班） , 中国农业大学,  3.95/4.0，武大算法； 1/51, 本科Top30 211,,15Fall,2015-01-22,美国
724,zl9394,Brown,AD无奖,MS,CS,29 28 24 26 107,158 170 328 3.5,CS , BUPT,  88 top5%, 本科Top30 211,,15Fall,2015-01-01,美国
725,lisawangqian,UT-Dallas,AD无奖,MS,CS,,,Biotechnology , ,  , 本科：南大，浙大，复旦，上交,,15Fall,2015-01-12,美国
726,tcstar,CS for Scientist and Engineers@USC,AD无奖,MS,CS,108(23),158+168+3,, ,  3.5/4, 本科Top15 211,美赛M奖,15Fall,2014-12-12,美国
727,billjyc,UCSD,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,15Fall,2014-12-12,美国
